data,id_treballador,hora,posicio,clasificador,familia
2025-04-25,32,6:00,Inducciones mesa 2,2,1
2025-04-25,32,7:00,Inducciones mesa 2,2,1
2025-04-25,32,8:00,Inducciones mesa 2,2,1
2025-04-25,32,9:00,Destinos mesa 16,2,2
2025-04-25,33,10:00,Inducciones mesa 1,2,1
2025-04-25,33,11:00,Inducciones mesa 1,2,1
2025-04-25,33,12:00,Inducciones mesa 2,2,1
2025-04-25,33,13:00,Inducciones mesa 12,2,1
2025-04-25,33,6:00,Destinos mesa 16,2,2
2025-04-25,33,7:00,Inducciones mesa 1,2,1
2025-04-25,33,8:00,Inducciones mesa 1,2,1
2025-04-25,33,9:00,Inducciones mesa 2,2,1
2025-04-25,34,10:00,Inducciones mesa 2,2,1
2025-04-25,34,11:00,Inducciones mesa 1,2,1
2025-04-25,34,12:00,Inducciones mesa 1,2,1
2025-04-25,34,13:00,Inducciones mesa 2,2,1
2025-04-25,34,6:00,Inducciones mesa 1,2,1
2025-04-25,34,7:00,Inducciones mesa 1,2,1
2025-04-25,34,8:00,Inducciones mesa 2,2,1
2025-04-25,34,9:00,Inducciones mesa 1,2,1
2025-04-25,36,10:00,Inducciones mesa 1,2,1
2025-04-25,36,11:00,Inducciones mesa 1,2,1
2025-04-25,36,12:00,Inducciones mesa 2,2,1
2025-04-25,36,13:00,Inducciones mesa 1,2,1
2025-04-25,36,6:00,Inducciones mesa 2,2,1
2025-04-25,36,7:00,Inducciones mesa 2,2,1
2025-04-25,36,8:00,Inducciones mesa 1,2,1
2025-04-25,36,9:00,Inducciones mesa 2,2,1
2025-04-25,37,10:00,Destinos mesa 10,2,2
2025-04-25,37,11:00,Inducciones mesa 2,2,1
2025-04-25,37,12:00,Inducciones mesa 1,2,1
2025-04-25,37,13:00,Inducciones mesa 2,2,1
2025-04-25,37,6:00,Inducciones mesa 1,2,1
2025-04-25,37,7:00,Inducciones mesa 2,2,1
2025-04-25,37,8:00,Inducciones mesa 1,2,1
2025-04-25,37,9:00,Destinos mesa 7,2,2
2025-04-25,38,10:00,Inducciones mesa 1,2,1
2025-04-25,38,11:00,Inducciones mesa 2,2,1
2025-04-25,38,12:00,Destinos mesa 10,2,2
2025-04-25,38,13:00,Inducciones mesa 1,2,1
2025-04-25,38,6:00,Inducciones mesa 1,2,1
2025-04-25,38,7:00,Inducciones mesa 1,2,1
2025-04-25,38,8:00,Inducciones mesa 1,2,1
2025-04-25,38,9:00,Inducciones mesa 1,2,1
2025-04-25,40,10:00,Inducciones mesa 2,2,1
2025-04-25,40,11:00,Inducciones mesa 2,2,1
2025-04-25,40,12:00,Inducciones mesa 2,2,1
2025-04-25,40,13:00,Inducciones mesa 2,2,1
2025-04-25,40,6:00,Inducciones mesa 2,2,1
2025-04-25,40,7:00,Inducciones mesa 2,2,1
2025-04-25,40,8:00,Inducciones mesa 2,2,1
2025-04-25,40,9:00,Inducciones mesa 1,2,1
2025-04-25,48,10:00,Inducciones mesa 2,2,1
2025-04-25,48,11:00,Inducciones mesa 2,2,1
2025-04-25,48,12:00,Inducciones mesa 1,2,1
2025-04-25,48,13:00,Inducciones mesa 2,2,1
2025-04-25,48,6:00,Inducciones mesa 2,2,1
2025-04-25,48,7:00,Inducciones mesa 1,2,1
2025-04-25,48,8:00,Inducciones mesa 1,2,1
2025-04-25,48,9:00,Inducciones mesa 1,2,1
2025-04-25,52,10:00,Inducciones mesa 1,2,1
2025-04-25,52,11:00,Inducciones mesa 1,2,1
2025-04-25,52,12:00,Inducciones mesa 1,2,1
2025-04-25,52,13:00,Inducciones mesa 1,2,1
2025-04-25,52,6:00,Precintadora shipping,4,4
2025-04-25,52,7:00,Inducciones mesa 2,2,1
2025-04-25,52,8:00,Inducciones mesa 1,2,1
2025-04-25,52,9:00,Destinos mesa 17,2,2
2025-04-25,54,10:00,Inducciones mesa 2,2,1
2025-04-25,54,11:00,Inducciones mesa 15,2,1
2025-04-25,54,12:00,Precintadora shipping,2,4
2025-04-25,54,13:00,Inducciones mesa 1,2,1
2025-04-25,54,6:00,Inducciones mesa 2,2,1
2025-04-25,54,7:00,Inducciones mesa 2,2,1
2025-04-25,54,8:00,Inducciones mesa 1,2,1
2025-04-25,54,9:00,Inducciones mesa 1,2,1
2025-04-25,60,10:00,Inducciones mesa 2,2,1
2025-04-25,60,11:00,Inducciones mesa 1,2,1
2025-04-25,60,12:00,Inducciones mesa 2,2,1
2025-04-25,60,13:00,Inducciones mesa 2,2,1
2025-04-25,60,6:00,Inducciones mesa 2,2,1
2025-04-25,60,7:00,Inducciones mesa 1,2,1
2025-04-25,60,8:00,Inducciones mesa 1,2,1
2025-04-25,60,9:00,Inducciones mesa 1,2,1
2025-04-25,65,10:00,Inducciones mesa 1,2,1
2025-04-25,65,11:00,Inducciones mesa 1,2,1
2025-04-25,65,12:00,Inducciones mesa 1,2,1
2025-04-25,65,13:00,Inducciones mesa 1,2,1
2025-04-25,65,6:00,Inducciones mesa 1,2,1
2025-04-25,65,7:00,Inducciones mesa 1,2,1
2025-04-25,65,8:00,Inducciones mesa 1,2,1
2025-04-25,65,9:00,Inducciones mesa 1,2,1
2025-04-25,68,10:00,Inducciones mesa 2,2,1
2025-04-25,68,11:00,Inducciones mesa 20,2,1
2025-04-25,68,12:00,Inducciones mesa 1,2,1
2025-04-25,68,13:00,Inducciones mesa 2,2,1
2025-04-25,68,6:00,Inducciones mesa 2,2,1
2025-04-25,68,7:00,Inducciones mesa 1,2,1
2025-04-25,68,8:00,Destinos mesa 19,2,2
2025-04-25,68,9:00,Sequence,2,6
2025-04-25,69,10:00,Inducciones mesa 1,2,1
2025-04-25,69,11:00,Inducciones mesa 1,2,1
2025-04-25,69,12:00,Inducciones mesa 1,2,1
2025-04-25,69,13:00,Inducciones mesa 1,2,1
2025-04-25,69,6:00,Inducciones mesa 1,2,1
2025-04-25,69,7:00,Inducciones mesa 1,2,1
2025-04-25,69,8:00,Inducciones mesa 2,2,1
2025-04-25,69,9:00,Inducciones mesa 1,2,1
2025-04-25,70,10:00,Inducciones mesa 1,2,1
2025-04-25,70,11:00,Inducciones mesa 2,2,1
2025-04-25,70,12:00,Inducciones mesa 1,2,1
2025-04-25,70,13:00,Inducciones mesa 1,2,1
2025-04-25,70,6:00,Inducciones mesa 1,2,1
2025-04-25,70,7:00,Inducciones mesa 2,2,1
2025-04-25,70,8:00,Inducciones mesa 2,2,1
2025-04-25,70,9:00,Inducciones mesa 1,2,1
2025-04-25,71,10:00,Inducciones mesa 2,2,1
2025-04-25,71,11:00,Inducciones mesa 2,2,1
2025-04-25,71,12:00,Inducciones mesa 2,2,1
2025-04-25,71,13:00,Rechazo,2,5
2025-04-25,71,6:00,Inducciones mesa 1,2,1
2025-04-25,71,7:00,Inducciones mesa 1,2,1
2025-04-25,71,8:00,Inducciones mesa 1,2,1
2025-04-25,71,9:00,Inducciones mesa 1,2,1
2025-04-25,72,10:00,Inducciones mesa 1,2,1
2025-04-25,72,11:00,Inducciones mesa 2,2,1
2025-04-25,72,12:00,Inducciones mesa 1,3,1
2025-04-25,72,13:00,Inducciones mesa 1,2,1
2025-04-25,72,6:00,Rampas/cajas vacias,3,7
2025-04-25,72,7:00,Inducciones mesa 1,2,1
2025-04-25,72,8:00,Destinos mesa 17,2,2
2025-04-25,72,9:00,Inducciones mesa 1,2,1
2025-04-25,73,10:00,Inducciones mesa 1,2,1
2025-04-25,73,11:00,Inducciones mesa 2,2,1
2025-04-25,73,12:00,Inducciones mesa 1,2,1
2025-04-25,73,13:00,Inducciones mesa 2,2,1
2025-04-25,73,6:00,Inducciones mesa 1,2,1
2025-04-25,73,7:00,Destinos mesa 20,2,2
2025-04-25,73,8:00,Destinos mesa 16,2,2
2025-04-25,73,9:00,Inducciones mesa 20,2,1
2025-04-25,80,10:00,Inducciones mesa 2,2,1
2025-04-25,80,11:00,Inducciones mesa 14,2,1
2025-04-25,80,12:00,Inducciones mesa 1,2,1
2025-04-25,80,13:00,Inducciones mesa 1,2,1
2025-04-25,80,6:00,Inducciones mesa 1,2,1
2025-04-25,80,7:00,Inducciones mesa 1,2,1
2025-04-25,80,8:00,Inducciones mesa 1,2,1
2025-04-25,80,9:00,Inducciones mesa 1,2,1
2025-04-25,81,10:00,Inducciones mesa 2,2,1
2025-04-25,81,11:00,Destinos mesa 11,2,2
2025-04-25,81,12:00,Inducciones mesa 2,2,1
2025-04-25,81,13:00,Inducciones mesa 16,2,1
2025-04-25,81,6:00,Inducciones mesa 1,2,1
2025-04-25,81,7:00,Destinos mesa 15,2,2
2025-04-25,81,8:00,Inducciones mesa 1,2,1
2025-04-25,81,9:00,Inducciones mesa 1,2,1
2025-04-25,84,10:00,Inducciones mesa 1,2,1
2025-04-25,84,11:00,Inducciones mesa 2,2,1
2025-04-25,84,12:00,Inducciones mesa 2,2,1
2025-04-25,84,13:00,Inducciones mesa 2,2,1
2025-04-25,84,6:00,Inducciones mesa 2,2,1
2025-04-25,84,7:00,Destinos mesa 1,2,2
2025-04-25,84,8:00,Inducciones mesa 1,2,1
2025-04-25,84,9:00,Inducciones mesa 2,2,1
2025-04-25,87,10:00,Inducciones mesa 2,2,1
2025-04-25,87,11:00,Inducciones mesa 1,2,1
2025-04-25,87,12:00,Inducciones mesa 1,2,1
2025-04-25,87,13:00,Inducciones mesa 1,2,1
2025-04-25,87,6:00,Inducciones mesa 15,2,1
2025-04-25,87,7:00,Inducciones mesa 1,2,1
2025-04-25,87,8:00,Inducciones mesa 1,2,1
2025-04-25,87,9:00,Inducciones mesa 1,2,1
2025-04-25,89,10:00,Inducciones mesa 1,2,1
2025-04-25,89,11:00,Inducciones mesa 1,2,1
2025-04-25,89,12:00,Inducciones mesa 1,2,1
2025-04-25,89,13:00,Inducciones mesa 2,2,1
2025-04-25,89,6:00,Inducciones mesa 2,2,1
2025-04-25,89,7:00,Inducciones mesa 2,2,1
2025-04-25,89,8:00,Inducciones mesa 2,2,1
2025-04-25,89,9:00,Inducciones mesa 1,2,1
2025-04-25,95,10:00,Inducciones mesa 2,2,1
2025-04-25,95,11:00,Inducciones mesa 2,2,1
2025-04-25,95,12:00,Inducciones mesa 1,2,1
2025-04-25,95,13:00,Inducciones mesa 1,2,1
2025-04-25,95,6:00,Inducciones mesa 1,2,1
2025-04-25,95,7:00,Inducciones mesa 14,2,1
2025-04-25,95,8:00,Inducciones mesa 13,2,1
2025-04-25,95,9:00,Inducciones mesa 3,2,1
2025-04-25,96,10:00,Inducciones mesa 2,2,1
2025-04-25,96,11:00,Destinos mesa 20,2,2
2025-04-25,96,12:00,Inducciones mesa 1,2,1
2025-04-25,96,13:00,Inducciones mesa 15,2,1
2025-04-25,96,6:00,Inducciones mesa 1,2,1
2025-04-25,96,7:00,Inducciones mesa 2,2,1
2025-04-25,96,8:00,Inducciones mesa 1,2,1
2025-04-25,96,9:00,Inducciones mesa 1,2,1
2025-04-25,99,10:00,Inducciones mesa 1,2,1
2025-04-25,99,11:00,Inducciones mesa 2,2,1
2025-04-25,99,12:00,Inducciones mesa 1,2,1
2025-04-25,99,13:00,Inducciones mesa 1,2,1
2025-04-25,99,6:00,Inducciones mesa 1,2,1
2025-04-25,99,7:00,Inducciones mesa 1,2,1
2025-04-25,99,8:00,Inducciones mesa 1,2,1
2025-04-25,99,9:00,Inducciones mesa 1,2,1
2025-04-25,103,10:00,Inducciones mesa 1,2,1
2025-04-25,103,11:00,Inducciones mesa 2,2,1
2025-04-25,103,12:00,Inducciones mesa 1,2,1
2025-04-25,103,13:00,Inducciones mesa 1,2,1
2025-04-25,103,6:00,Inducciones mesa 1,2,1
2025-04-25,103,7:00,Inducciones mesa 1,2,1
2025-04-25,103,8:00,Inducciones mesa 1,2,1
2025-04-25,103,9:00,Inducciones mesa 1,2,1
2025-04-25,111,10:00,Inducciones mesa 1,2,1
2025-04-25,111,11:00,Precintadora shipping,2,4
2025-04-25,111,12:00,Inducciones mesa 2,2,1
2025-04-25,111,13:00,Inducciones mesa 1,2,1
2025-04-25,111,6:00,Inducciones mesa 1,2,1
2025-04-25,111,7:00,Inducciones mesa 1,2,1
2025-04-25,111,8:00,Inducciones mesa 1,2,1
2025-04-25,111,9:00,Inducciones mesa 1,2,1
2025-04-25,117,10:00,Inducciones mesa 18,2,1
2025-04-25,117,11:00,Inducciones mesa 1,2,1
2025-04-25,117,12:00,Inducciones mesa 1,2,1
2025-04-25,117,13:00,Inducciones mesa 2,2,1
2025-04-25,117,6:00,Inducciones mesa 1,2,1
2025-04-25,117,7:00,Inducciones mesa 1,2,1
2025-04-25,117,8:00,Inducciones mesa 1,2,1
2025-04-25,117,9:00,Inducciones mesa 1,2,1
2025-04-25,125,10:00,Inducciones mesa 2,2,1
2025-04-25,125,11:00,Inducciones mesa 1,2,1
2025-04-25,125,12:00,Inducciones mesa 1,2,1
2025-04-25,125,13:00,Inducciones mesa 11,2,1
2025-04-25,125,6:00,Inducciones mesa 2,2,1
2025-04-25,125,7:00,Precintadora shipping,3,4
2025-04-25,125,8:00,Inducciones mesa 1,2,1
2025-04-25,125,9:00,Inducciones mesa 1,2,1
2025-04-25,129,10:00,Inducciones mesa 1,2,1
2025-04-25,129,11:00,Inducciones mesa 1,2,1
2025-04-25,129,12:00,Inducciones mesa 2,2,1
2025-04-25,129,13:00,Inducciones mesa 2,2,1
2025-04-25,129,6:00,Inducciones mesa 1,2,1
2025-04-25,129,7:00,Inducciones mesa 1,2,1
2025-04-25,129,8:00,Destinos mesa 15,2,2
2025-04-25,129,9:00,Inducciones mesa 2,2,1
2025-04-25,130,10:00,Inducciones mesa 1,2,1
2025-04-25,130,11:00,Inducciones mesa 6,4,1
2025-04-25,130,12:00,Inducciones mesa 2,2,1
2025-04-25,130,13:00,Destinos mesa 13,2,2
2025-04-25,130,6:00,Inducciones mesa 1,2,1
2025-04-25,130,7:00,Inducciones mesa 1,2,1
2025-04-25,130,8:00,Inducciones mesa 1,2,1
2025-04-25,130,9:00,Inducciones mesa 1,2,1
2025-04-25,132,10:00,Inducciones mesa 1,2,1
2025-04-25,132,11:00,Inducciones mesa 1,2,1
2025-04-25,132,12:00,Inducciones mesa 1,2,1
2025-04-25,132,13:00,Destinos mesa 8,2,2
2025-04-25,132,6:00,Inducciones mesa 1,2,1
2025-04-25,132,7:00,Inducciones mesa 2,2,1
2025-04-25,132,8:00,Inducciones mesa 19,2,1
2025-04-25,132,9:00,Inducciones mesa 1,2,1
2025-04-25,134,10:00,Inducciones mesa 1,2,1
2025-04-25,134,11:00,Inducciones mesa 2,2,1
2025-04-25,134,12:00,Inducciones mesa 1,2,1
2025-04-25,134,13:00,Inducciones mesa 1,2,1
2025-04-25,134,6:00,Inducciones mesa 1,2,1
2025-04-25,134,7:00,Inducciones mesa 2,2,1
2025-04-25,134,8:00,Inducciones mesa 1,2,1
2025-04-25,134,9:00,Inducciones mesa 1,2,1
2025-04-25,137,10:00,Destinos mesa 14,2,2
2025-04-25,137,11:00,Inducciones mesa 1,2,1
2025-04-25,137,12:00,Inducciones mesa 1,2,1
2025-04-25,137,13:00,Destinos mesa 13,2,2
2025-04-25,137,6:00,Inducciones mesa 1,2,1
2025-04-25,137,7:00,Inducciones mesa 2,2,1
2025-04-25,137,8:00,Inducciones mesa 1,2,1
2025-04-25,137,9:00,Inducciones mesa 2,2,1
2025-04-25,138,10:00,Inducciones mesa 1,2,1
2025-04-25,138,11:00,Inducciones mesa 1,2,1
2025-04-25,138,12:00,Destinos mesa 16,2,2
2025-04-25,138,13:00,Inducciones mesa 1,2,1
2025-04-25,138,6:00,Inducciones mesa 2,2,1
2025-04-25,138,7:00,Precintadora shipping,2,4
2025-04-25,138,8:00,Inducciones mesa 2,2,1
2025-04-25,138,9:00,Inducciones mesa 1,2,1
2025-04-25,139,10:00,Inducciones mesa 1,2,1
2025-04-25,139,11:00,Inducciones mesa 2,2,1
2025-04-25,139,12:00,Inducciones mesa 1,2,1
2025-04-25,139,13:00,Inducciones mesa 1,2,1
2025-04-25,139,6:00,Inducciones mesa 2,2,1
2025-04-25,139,7:00,Chequeo,2,3
2025-04-25,139,8:00,Inducciones mesa 2,2,1
2025-04-25,139,9:00,Inducciones mesa 1,2,1
2025-04-25,143,10:00,Inducciones mesa 2,2,1
2025-04-25,143,11:00,Inducciones mesa 2,2,1
2025-04-25,143,12:00,Inducciones mesa 1,2,1
2025-04-25,143,13:00,Inducciones mesa 2,2,1
2025-04-25,143,6:00,Inducciones mesa 3,2,1
2025-04-25,143,7:00,Inducciones mesa 11,2,1
2025-04-25,143,8:00,Inducciones mesa 2,2,1
2025-04-25,143,9:00,Inducciones mesa 2,2,1
2025-04-25,144,10:00,Inducciones mesa 2,2,1
2025-04-25,144,11:00,Inducciones mesa 2,2,1
2025-04-25,144,12:00,Inducciones mesa 2,2,1
2025-04-25,144,13:00,Inducciones mesa 2,2,1
2025-04-25,144,6:00,Inducciones mesa 1,2,1
2025-04-25,144,7:00,Inducciones mesa 2,2,1
2025-04-25,144,8:00,Inducciones mesa 2,2,1
2025-04-25,144,9:00,Inducciones mesa 2,2,1
