data,id_treballador,hora,posicio,clasificador,familia
2025-04-24,73,9:00,Inducciones mesa 1,2,1
2025-04-24,80,10:00,Inducciones mesa 2,2,1
2025-04-24,80,11:00,Inducciones mesa 2,2,1
2025-04-24,80,12:00,Destinos mesa 6,2,2
2025-04-24,80,13:00,Inducciones mesa 2,2,1
2025-04-24,80,6:00,Inducciones mesa 2,2,1
2025-04-24,80,7:00,Inducciones mesa 1,2,1
2025-04-24,80,8:00,Inducciones mesa 2,2,1
2025-04-24,80,9:00,Inducciones mesa 1,2,1
2025-04-24,81,10:00,Inducciones mesa 1,2,1
2025-04-24,81,11:00,Inducciones mesa 2,2,1
2025-04-24,81,12:00,Destinos mesa 3,2,2
2025-04-24,81,13:00,Inducciones mesa 2,2,1
2025-04-24,81,6:00,Inducciones mesa 1,2,1
2025-04-24,81,7:00,Inducciones mesa 10,2,1
2025-04-24,81,8:00,Inducciones mesa 2,2,1
2025-04-24,81,9:00,Precintadora shipping,2,4
2025-04-24,84,10:00,Inducciones mesa 1,2,1
2025-04-24,84,11:00,Inducciones mesa 2,2,1
2025-04-24,84,12:00,Inducciones mesa 1,2,1
2025-04-24,84,13:00,Inducciones mesa 1,2,1
2025-04-24,84,6:00,Inducciones mesa 2,2,1
2025-04-24,84,7:00,Inducciones mesa 1,2,1
2025-04-24,84,8:00,Inducciones mesa 2,2,1
2025-04-24,84,9:00,Inducciones mesa 2,2,1
2025-04-24,87,10:00,Inducciones mesa 1,2,1
2025-04-24,87,11:00,Inducciones mesa 1,2,1
2025-04-24,87,12:00,Inducciones mesa 1,2,1
2025-04-24,87,13:00,Inducciones mesa 2,2,1
2025-04-24,87,6:00,Inducciones mesa 1,2,1
2025-04-24,87,7:00,Inducciones mesa 1,2,1
2025-04-24,87,8:00,Inducciones mesa 2,2,1
2025-04-24,87,9:00,Inducciones mesa 1,2,1
2025-04-24,89,10:00,Inducciones mesa 2,2,1
2025-04-24,89,11:00,Inducciones mesa 2,2,1
2025-04-24,89,12:00,Inducciones mesa 2,2,1
2025-04-24,89,13:00,Inducciones mesa 2,2,1
2025-04-24,89,6:00,Inducciones mesa 2,2,1
2025-04-24,89,7:00,Inducciones mesa 1,2,1
2025-04-24,89,8:00,Inducciones mesa 1,2,1
2025-04-24,89,9:00,Inducciones mesa 1,2,1
2025-04-24,95,10:00,Inducciones mesa 2,2,1
2025-04-24,95,11:00,Inducciones mesa 1,2,1
2025-04-24,95,12:00,Inducciones mesa 1,2,1
2025-04-24,95,13:00,Inducciones mesa 1,2,1
2025-04-24,95,6:00,Inducciones mesa 1,2,1
2025-04-24,95,7:00,Inducciones mesa 2,2,1
2025-04-24,95,8:00,Inducciones mesa 1,2,1
2025-04-24,95,9:00,Inducciones mesa 1,2,1
2025-04-24,96,10:00,Destinos mesa 2,2,2
2025-04-24,96,11:00,Inducciones mesa 2,2,1
2025-04-24,96,12:00,Inducciones mesa 2,2,1
2025-04-24,96,13:00,Inducciones mesa 15,2,1
2025-04-24,96,6:00,Inducciones mesa 2,2,1
2025-04-24,96,7:00,Inducciones mesa 1,2,1
2025-04-24,96,8:00,Inducciones mesa 2,2,1
2025-04-24,96,9:00,Inducciones mesa 1,2,1
2025-04-24,99,10:00,Inducciones mesa 2,2,1
2025-04-24,99,11:00,Inducciones mesa 2,2,1
2025-04-24,99,12:00,Inducciones mesa 1,2,1
2025-04-24,99,13:00,Inducciones mesa 1,2,1
2025-04-24,99,6:00,Inducciones mesa 2,2,1
2025-04-24,99,7:00,Inducciones mesa 1,2,1
2025-04-24,99,8:00,Inducciones mesa 1,2,1
2025-04-24,99,9:00,Inducciones mesa 2,2,1
2025-04-24,103,10:00,Inducciones mesa 1,2,1
2025-04-24,103,11:00,Inducciones mesa 1,2,1
2025-04-24,103,12:00,Inducciones mesa 2,2,1
2025-04-24,103,13:00,Inducciones mesa 2,2,1
2025-04-24,103,6:00,Inducciones mesa 1,2,1
2025-04-24,103,7:00,Inducciones mesa 1,2,1
2025-04-24,103,8:00,Sequence,2,6
2025-04-24,103,9:00,Inducciones mesa 2,2,1
2025-04-24,111,10:00,Inducciones mesa 2,2,1
2025-04-24,111,11:00,Inducciones mesa 2,2,1
2025-04-24,111,12:00,Inducciones mesa 14,2,1
2025-04-24,111,13:00,Inducciones mesa 1,2,1
2025-04-24,111,6:00,Inducciones mesa 1,2,1
2025-04-24,111,7:00,Inducciones mesa 1,2,1
2025-04-24,111,8:00,Inducciones mesa 1,2,1
2025-04-24,111,9:00,Inducciones mesa 1,2,1
2025-04-24,117,10:00,Inducciones mesa 2,2,1
2025-04-24,117,11:00,Inducciones mesa 1,2,1
2025-04-24,117,12:00,Inducciones mesa 1,2,1
2025-04-24,117,13:00,Inducciones mesa 1,2,1
2025-04-24,117,6:00,Inducciones mesa 8,4,1
2025-04-24,117,7:00,Inducciones mesa 5,4,1
2025-04-24,117,8:00,Inducciones mesa 2,2,1
2025-04-24,117,9:00,Inducciones mesa 1,2,1
2025-04-24,125,10:00,Inducciones mesa 2,2,1
2025-04-24,125,11:00,Inducciones mesa 1,2,1
2025-04-24,125,12:00,Inducciones mesa 1,2,1
2025-04-24,125,13:00,Precintadora shipping,2,4
2025-04-24,125,6:00,Inducciones mesa 1,2,1
2025-04-24,125,7:00,Inducciones mesa 1,2,1
2025-04-24,125,8:00,Inducciones mesa 1,2,1
2025-04-24,125,9:00,Inducciones mesa 1,2,1
2025-04-24,129,10:00,Inducciones mesa 1,2,1
2025-04-24,129,11:00,Chequeo,2,3
2025-04-24,129,12:00,Inducciones mesa 1,2,1
2025-04-24,129,13:00,Inducciones mesa 1,2,1
2025-04-24,129,6:00,Inducciones mesa 2,2,1
2025-04-24,129,7:00,Inducciones mesa 1,2,1
2025-04-24,129,8:00,Inducciones mesa 1,2,1
2025-04-24,129,9:00,Destinos mesa 17,2,2
2025-04-24,130,10:00,Inducciones mesa 2,2,1
2025-04-24,130,11:00,Inducciones mesa 1,2,1
2025-04-24,130,12:00,Inducciones mesa 1,2,1
2025-04-24,130,13:00,Inducciones mesa 2,2,1
2025-04-24,130,6:00,Inducciones mesa 1,2,1
2025-04-24,130,7:00,Destinos mesa 7,2,2
2025-04-24,130,8:00,Inducciones mesa 2,2,1
2025-04-24,130,9:00,Destinos mesa 6,3,2
2025-04-24,132,10:00,Inducciones mesa 1,2,1
2025-04-24,132,11:00,Destinos mesa 20,2,2
2025-04-24,132,12:00,Destinos mesa 13,2,2
2025-04-24,132,13:00,Inducciones mesa 1,2,1
2025-04-24,132,6:00,Inducciones mesa 1,2,1
2025-04-24,132,7:00,Inducciones mesa 1,2,1
2025-04-24,132,8:00,Inducciones mesa 2,2,1
2025-04-24,132,9:00,Inducciones mesa 2,2,1
2025-04-24,134,10:00,Inducciones mesa 2,2,1
2025-04-24,134,11:00,Inducciones mesa 2,2,1
2025-04-24,134,12:00,Inducciones mesa 10,2,1
2025-04-24,134,13:00,Inducciones mesa 2,2,1
2025-04-24,134,6:00,Inducciones mesa 2,2,1
2025-04-24,134,7:00,Inducciones mesa 2,2,1
2025-04-24,134,8:00,Inducciones mesa 1,2,1
2025-04-24,134,9:00,Inducciones mesa 2,2,1
2025-04-24,137,10:00,Inducciones mesa 2,2,1
2025-04-24,137,11:00,Inducciones mesa 1,2,1
2025-04-24,137,12:00,Inducciones mesa 1,2,1
2025-04-24,137,13:00,Precintadora shipping,3,4
2025-04-24,137,6:00,Inducciones mesa 1,2,1
2025-04-24,137,7:00,Inducciones mesa 2,2,1
2025-04-24,137,8:00,Inducciones mesa 2,2,1
2025-04-24,137,9:00,Inducciones mesa 1,2,1
2025-04-24,138,10:00,Destinos mesa 5,2,2
2025-04-24,138,11:00,Inducciones mesa 1,2,1
2025-04-24,138,12:00,Inducciones mesa 1,2,1
2025-04-24,138,13:00,Inducciones mesa 1,2,1
2025-04-24,138,6:00,Inducciones mesa 1,2,1
2025-04-24,138,7:00,Inducciones mesa 2,2,1
2025-04-24,138,8:00,Destinos mesa 15,2,2
2025-04-24,138,9:00,Inducciones mesa 2,2,1
2025-04-24,139,10:00,Inducciones mesa 2,2,1
2025-04-24,139,11:00,Inducciones mesa 2,2,1
2025-04-24,139,12:00,Inducciones mesa 1,2,1
2025-04-24,139,13:00,Destinos mesa 18,2,2
2025-04-24,139,6:00,Inducciones mesa 1,2,1
2025-04-24,139,7:00,Inducciones mesa 2,2,1
2025-04-24,139,8:00,Inducciones mesa 1,2,1
2025-04-24,139,9:00,Precintadora shuttle,4,8
2025-04-24,143,10:00,Inducciones mesa 1,2,1
2025-04-24,143,11:00,Inducciones mesa 1,2,1
2025-04-24,143,12:00,Rampas/cajas vacias,2,7
2025-04-24,143,13:00,Inducciones mesa 1,2,1
2025-04-24,143,6:00,Inducciones mesa 1,2,1
2025-04-24,143,7:00,Destinos mesa 3,2,2
2025-04-24,143,8:00,Inducciones mesa 1,2,1
2025-04-24,143,9:00,Inducciones mesa 2,2,1
2025-04-24,144,10:00,Inducciones mesa 1,2,1
2025-04-24,144,11:00,Inducciones mesa 2,2,1
2025-04-24,144,12:00,Inducciones mesa 1,2,1
2025-04-24,144,13:00,Inducciones mesa 1,2,1
2025-04-24,144,6:00,Inducciones mesa 1,2,1
2025-04-24,144,7:00,Inducciones mesa 5,4,1
2025-04-24,144,8:00,Sequence 3,3,6
2025-04-24,144,9:00,Destinos mesa 1,3,2
